Gene ID	Gene Name	EBV-transformed lymphocyte	K-562 cell line	adrenal gland	amygdala	anterior cingulate cortex	aorta	atrium auricular region	blood	breast (mammary tissue)	caudate nucleus	cerebellar hemisphere	cerebellum	cerebral cortex	coronary artery	cortex of kidney	ectocervix	esophagogastric junction	esophagus mucosa	esophagus muscularis mucosa	fallopian tube	frontal cortex	heart left ventricle	hippocampal formation	hypothalamus	liver	lower leg skin	lung	minor salivary gland	nucleus accumbens	ovary	pancreas	pituitary gland	prostate gland	putamen	sigmoid colon	skeletal muscle tissue	spinal cord (cervical c-1)	spleen	stomach	subcutaneous adipose tissue	substantia nigra	suprapubic skin	terminal ileum of small intestine	testis	thyroid gland	tibial artery	tibial nerve	transformed fibroblast	transverse colon	urinary bladder	uterus	vagina	visceral (omentum) adipose tissue
ENSG00000166848	TERF2IP	33	25	31	60	75	26	20	15	24	56	96	74	59	25	16	24	19	14	19	22	80	15	56	82	10	18	22	18	68	32	10	77	22	52	18	12	45	26	14	22	56	19	19	34	26	26	26	17	14	20	24	20	22
ENSG00000166851	PLK1	17	43	0.7	0.9	0.9	0.6		0.8	0.7	1	2	3	1	0.7	0.9	0.9	0.8	4	0.6	0.9	1		0.9	0.8	0.5	1	1	1	1	1	0.5	1	1	1	1		0.7	3	1	0.6	0.8	2	3	16	0.8		0.9	1	4	1	0.8	1	0.7
ENSG00000166855	CLPX	13	18	10	6	6	5	6	3	8	6	8	7	6	6	6	8	8	11	8	8	6	7	6	6	12	11	7	8	6	8	5	5	7	5	8	12	5	7	8	8	5	11	8	13	8	7	8	9	8	10	8	9	7
ENSG00000166856	GPR182			1												0.6										1													9						2	0.9								
ENSG00000166860	ZBTB39	2	5	1	0.9	0.9	1	0.9		1	1	1	2	1	2	1	1	2	1	2	2	0.9	0.8	0.9	1	1	2	2	2	0.9	2	1	1	2	0.8	2	0.6	1	3	2	1	0.9	2	2	6	2	0.8	1	2	2	2	2	1	2
ENSG00000166862	CACNG2				1	3					1	6	7	4								3		0.9	2					1			0.7		1							0.7												
ENSG00000166863	TAC3		0.7		1	6					6			5								5		2	3					5					4	0.9		1		0.6		0.5		2	5					1	1			
ENSG00000166866	MYO1A																																			0.9		3		3				65	1					41				
ENSG00000166869	CHP2		2								0.5					0.8											57			0.5				2		0.9		1				0.6	69	47	4			10		73	6		2	
ENSG00000166881	NEMP1	14	27	3	2	2	3	2	0.9	5	2	3	3	2	3	2	5	5	3	5	5	2	1	2	2	1	6	5	4	2	5	2	3	5	2	6	0.9	2	5	4	5	2	6	5	6	4	5	5	4	4	4	6	4	3
ENSG00000166886	NAB2	14	16	8	7	10	18	8	2	12	10	28	26	13	17	10	23	16	10	15	23	11	4	8	7	7	19	14	10	10	33	2	23	18	8	17	2	4	12	7	8	5	19	11	15	12	20	23	25	7	15	27	22	12
ENSG00000166887	VPS39	16	10	16	9	12	14	9	10	14	11	15	16	14	13	10	13	15	10	15	15	13	8	10	11	6	17	14	13	11	13	9	18	18	9	13	9	8	18	13	13	9	16	15	15	18	13	15	11	12	14	15	13	10
ENSG00000166888	STAT6	51	11	45	4	7	47	21	69	43	7	1	2	10	46	35	49	50	43	46	46	8	10	5	4	26	47	52	47	7	53	17	9	58	5	48	4	6	71	39	41	5	47	52	12	39	45	45	32	49	58	51	49	39
ENSG00000166889	PATL1	33	24	12	6	5	9	8	14	14	5	10	8	5	10	9	15	9	11	9	11	5	6	5	6	9	12	15	13	5	12	5	7	10	5	10	15	6	12	9	14	6	11	11	12	12	11	13	19	11	13	14	13	11
ENSG00000166896	ATP23	9	11	4	3	3	2	3	2	3	3	5	5	3	3	2	3	3	3	3	3	3	2	3	2	2	3	2	3	3	2	2	3	3	3	4	4	1	3	3	5	1	3	3	26	3	3	3	3	7	4	3	3	4
ENSG00000166897	ELFN2				8	9					5		0.5	10								9		8	4					6					4			1				4			1									
ENSG00000166900	STX3	0.5	18	10	3	5	6	4	26	8	3	10	10	5	5	17	11	5	7	6	6	5	4	4	4	2	8	19	11	3	8	7	11	10	3	6	2	4	10	12	8	4	8	11	9	9	5	6	10	14	9	9	9	6
ENSG00000166902	MRPL16	24	33	21	8	10	9	15	7	12	9	10	10	10	10	13	11	12	10	13	13	10	17	9	8	12	9	10	11	9	13	9	9	10	8	13	8	6	17	15	11	8	9	13	16	9	8	11	15	15	11	13	10	11
ENSG00000166908	PIP4K2C	9	16	12	9	19	16	6	6	12	10	14	15	23	16	18	13	12	15	12	13	24	5	11	8	6	16	12	17	10	11	8	14	13	8	11	4	8	10	18	7	8	14	11	22	13	23	13	7	15	14	13	14	8
ENSG00000166912	MTMR10	3	2	4	9	5	3	3	4	6	8	4	5	6	4	9	6	5	7	5	5	5	3	8	8	4	5	5	6	7	5	3	4	5	8	5	7	25	6	4	8	12	5	5	5	6	4	9	4	4	6	5	6	7
ENSG00000166913	YWHAB	78	65	60	73	128	66	34	66	57	67	86	68	110	66	49	56	51	69	57	52	132	28	91	83	20	58	58	57	78	38	18	30	47	61	51	25	45	68	43	69	57	56	54	29	55	66	51	74	59	65	55	55	57
ENSG00000166920	C15orf48									0.6						0.7			31								9	1	2			1		1		1				5			16	33	41	0.6				166	0.9		2	
ENSG00000166922	SCG5				40	82	1			0.9	64	67	47	60	0.8			1		1	0.6	94		51	68	2				73	0.5	15	186	0.6	54	1		33		2		41		1	5	2	0.5		9	1		0.6	0.7	
ENSG00000166923	GREM1				1	0.9				0.8	1			0.8			10	17	2	6		0.5		1	1		0.6			0.9				0.9	2	4		2		4		1	2	11					61	3		1	14	2
ENSG00000166924	NYAP1			1	10	16				1	11	16	15	20			2	0.9	0.6	0.8	1	18		14	11		0.8		0.6	14	3		18	1	13	1		2	0.7		0.6	7	0.9	0.5	9	0.5		4	0.5	0.5	0.6	3	1	1
ENSG00000166925	TSC22D4	21	30	20	58	32	12	13	51	16	57	15	21	34	13	16	17	16	23	15	19	29	12	52	58	7	23	17	23	49	18	9	23	25	61	18	5	79	44	14	13	76	20	17	19	15	10	60	18	16	15	18	19	15
ENSG00000166926	MS4A6E																																						2		0.6				46									
ENSG00000166927	MS4A7	2		6	1	1	6	4	5	7	1			0.7	6	2	3	4	1	4	4	0.7	1	2	2	3	1	20	5	1	1	1	1	3	0.7	3	0.6	5	75	2	11	3	1	6	1	2	2	6		5	4	2	3	12
ENSG00000166928	MS4A14	0.5		1	0.5		1	0.9	2	1	0.5				1	0.6	0.5	1		1	0.7		0.5	0.6	0.8	0.5		4	1	0.6				0.9		0.8		2	5		2	1		1	55	0.6	0.5	1		0.8	0.6	0.5	0.6	2
ENSG00000166930	MS4A5																																												27									
ENSG00000166938	DIS3L	7	5	7	7	7	4	5	1	6	6	8	7	6	5	4	6	6	4	6	7	6	5	7	8	3	4	5	6	6	7	4	7	6	6	7	7	7	5	5	7	7	4	5	8	7	5	7	6	5	7	7	5	6
ENSG00000166946	CCNDBP1	9	9	10	4	7	10	6	23	10	5	9	9	6	9	5	8	6	9	6	9	7	5	4	7	3	8	9	9	5	5	5	8	7	4	7	6	4	12	9	11	5	7	8	7	11	9	10	6	7	10	7	8	9
ENSG00000166947	EPB42								9																																				2									0.5
ENSG00000166949	SMAD3	9	8	3	5	6	10	9	2	12	6	1	2	6	8	9	15	6	15	6	12	5	4	4	3	5	10	9	10	6	14	5	8	14	6	6	11	2	8	7	14	3	11	9	3	17	8	9	18	7	18	12	14	11
ENSG00000166959	MS4A8																				3							1					3							3				29						6				
ENSG00000166960	CCDC178									0.9						0.5	0.6														0.9			0.8					0.9		0.8				4									1
ENSG00000166961	MS4A15																											14																	0.5									
ENSG00000166963	MAP1A		8	2	66	106	6	7		3	43	46	45	109	6	0.8	4	7	0.9	7	5	98	5	72	53		2	2	1	49	3		9	3	46	10	1	32	0.7	0.9	5	44	2	2	3	3	7	5	15	3	11	6	3	2
ENSG00000166965	RCCD1	6	11	6	2	3	3	3		3	2	7	7	3	3	4	4	3	4	3	4	3	2	2	3	2	3	2	3	2	5	4	2	5	2	4	1	1	3	4	2	2	4	4	5	4	2	3	3	5	4	4	4	2
ENSG00000166971	AKTIP	3	1	5	14	16	9	8	3	7	11	12	12	14	9	5	7	8	7	8	6	15	9	14	15	4	7	7	7	12	7	3	9	7	11	7	10	13	4	4	8	15	6	5	11	7	10	9	3	5	7	7	7	6
ENSG00000166974	MAPRE2	10	17	20	26	38	12	21	6	7	27	36	27	31	20	4	8	8	2	9	9	40	18	26	28	5	11	10	6	28	8	3	9	6	23	7	10	40	9	8	9	29	7	8	3	8	21	11	4	6	15	6	7	8
ENSG00000166979	EVA1C			1	3	2	10	5	0.9	12	3	4	5	3	9	3	11	11	5	11	16	3	3	3	3	0.7	12	9	9	2	10	2	5	16	3	6	2	3	5	5	9	3	10	4	7	7	8	13	0.6	4	10	14	10	11
ENSG00000166984	TCP10L2																																												3									
ENSG00000166986	MARS	22	39	13	9	14	15	9	13	12	10	23	25	17	15	10	12	17	13	16	12	14	8	10	11	11	10	17	15	10	10	10	24	16	8	17	8	8	22	15	11	9	11	16	20	16	12	14	29	13	13	15	12	10
ENSG00000166987	MBD6	9	7	22	4	4	17	8	37	22	6	12	14	6	17	15	23	21	16	18	27	4	6	5	6	14	18	20	26	6	24	15	79	25	5	20	8	6	41	21	17	5	18	25	44	59	15	19	10	21	23	30	20	15
ENSG00000166997	CNPY4	3	2	8	3	3	9	4	3	6	4	6	7	4	7	4	10	6	3	5	8	3	2	3	4	2	4	5	4	4	11	2	10	5	3	7	1	4	8	3	5	3	4	5	5	6	5	8	8	5	5	11	7	6
ENSG00000167004	PDIA3	70	100	55	21	23	80	44	24	58	24	23	18	18	64	46	62	36	50	34	60	21	25	22	30	84	45	81	64	24	63	52	85	59	22	34	10	27	64	55	45	26	49	52	57	133	50	45	103	54	43	57	52	55
ENSG00000167005	NUDT21	29	38	11	13	17	9	7	3	13	12	20	13	11	9	8	16	10	11	10	14	18	5	13	16	4	9	10	11	15	17	6	12	10	10	10	7	12	9	8	12	12	9	10	15	12	12	14	15	9	13	14	12	11
ENSG00000167011	NAT16					0.7																			0.7					0.9			2																					
ENSG00000167014	TERB2																																												11									
ENSG00000167034	NKX3-1			2			0.6	1		1	0.6			0.5		0.5	0.8	1		1	2	0.5	0.9		0.5	1		0.7	5	0.6	1		0.6	79	0.6	0.9	1			0.6		0.5		0.6	16				1		1	1	1	1
ENSG00000167037	SGSM1			1	3	7	2	5		0.7	4	10	10	7	2	0.9	1	0.9		0.6	1	6	1	4	8		0.9	0.6	1	6	1	1	9	1	3	1		3		1		4	0.8	0.6	2	2	2	0.6		0.8	1	0.6	0.8	
ENSG00000167065	DUSP18	0.8		0.6	0.6	0.8	0.6		1	0.8	0.8		0.6	0.8	0.8	0.7	0.9	0.7	0.9	0.7	1	0.7		0.7	0.9		0.8	2	1	0.8	0.6		2	0.8	0.5	0.9		0.9	1	0.6	0.7	0.7	0.9	1	7	0.9		0.9	1	1	1	0.9	0.9	0.6
ENSG00000167074	TEF	2	0.7	9	17	24	8	6	0.5	10	25	46	48	32	8	7	10	14	6	13	13	26	5	18	12	5	16	7	4	30	16	8	18	8	24	10	9	7	6	7	11	8	14	7	11	9	14	17	3	8	12	13	8	8
ENSG00000167077	MEI1	3							2												0.6							1	2										5	0.5				2	16					1				
ENSG00000167080	B4GALNT2															0.5																								2					0.7	1				10				
ENSG00000167081	PBX3	18		23	3	2	4	12	2	5	9	2	3	2	6	2	10	11	3	11	7	2	7	2	6	4	5	6	3	9	27	4	6	12	8	18	1	10	6	5	5	7	6	4	5	10	6	6	4	5	9	5	10	4
ENSG00000167083	GNGT2	13		0.5					2	0.5					0.5	0.7					0.6				0.5			2	0.5					0.7				0.8	6			0.7		1		0.8				0.5	0.6	0.7	0.5	0.8
ENSG00000167085	PHB	29	40	20	9	10	12	19	6	16	10	7	7	10	14	26	12	17	16	17	13	10	19	9	11	14	14	14	20	10	14	8	10	16	9	18	13	9	14	16	14	11	14	15	10	15	12	16	23	24	14	15	13	15
ENSG00000167088	SNRPD1	48	69	10	13	13	10	6	2	11	11	11	10	10	10	9	12	8	15	8	11	12	6	11	14	6	10	10	11	11	12	5	15	12	11	9	7	10	14	9	9	11	11	10	18	10	9	11	18	12	9	11	12	11
ENSG00000167094	TTC16								1																														0.7						11									
ENSG00000167098	SUN5																																												25									
ENSG00000167100	SAMD14				4	5	1				5	19	20	7	1	0.8	0.5	0.8		0.5		5		5	3			1		6	0.5		2	1	5			1	0.7			2			1		0.6				0.6	0.9	0.5	
ENSG00000167103	PIP5KL1		0.7			0.9	0.5			0.9		0.9	1	1			0.9	0.6	1	0.5	0.8	0.8		0.5	0.8		1	1	1				2	1		0.5				0.7			1		2	0.7	0.6		0.6		0.6	0.6	1	
ENSG00000167105	TMEM92						0.5		0.5								0.5									1		1			0.7									9				5						0.8	0.6		0.5	
ENSG00000167106	FAM102A	11	5	20	22	18	6	5	5	12	31	9	10	22	9	18	23	12	23	12	14	16	3	21	17	6	20	8	22	32	10	10	35	14	31	17	1	26	15	26	5	23	22	26	23	12	6	24	5	18	20	18	24	5
ENSG00000167107	ACSF2	3	1	27	2	2	3	7	1	10	3	9	9	2	3	35	8	2	3	2	4	2	2	2	1	7	10	8	5	3	8	5	2	12	3	2	7	2	5	9	7	2	11	7	4	25	2	5	3	16	14	4	7	8
ENSG00000167110	GOLGA2	11	40	12	7	9	17	12	4	16	8	12	12	9	15	10	23	12	20	12	17	9	8	8	10	9	22	15	17	8	16	12	44	18	7	14	8	8	11	14	14	8	20	12	16	17	15	14	15	14	15	17	22	12
ENSG00000167112	TRUB2	12	28	18	12	14	6	8	2	9	11	11	11	15	7	12	9	7	12	7	9	13	11	12	14	12	10	7	10	12	8	6	17	9	12	8	7	9	9	10	8	13	10	8	10	10	5	8	17	9	10	8	9	8
ENSG00000167113	COQ4	7	18	15	8	8	5	6	3	10	9	12	12	8	6	17	10	8	14	7	10	7	5	8	9	10	18	8	13	10	13	12	25	18	8	9	3	6	12	11	7	7	17	12	12	22	4	12	7	13	9	10	12	7
ENSG00000167114	SLC27A4	3	7	10	8	15	10	6	3	7	7	10	10	17	9	15	7	10	31	9	8	13	7	10	15	13	24	9	10	7	6	8	9	10	7	10	5	9	8	10	7	12	23	16	23	11	7	10	9	16	10	10	15	6
ENSG00000167118	URM1	13	12	12	8	8	11	8	6	11	7	9	11	10	11	10	11	11	10	11	12	8	8	8	8	7	12	11	10	7	11	10	11	14	8	11	6	9	17	12	11	9	11	11	9	11	8	12	13	12	10	12	11	10
ENSG00000167123	CERCAM	1	8	3	55	21	13	6	0.5	8	52	10	15	41	13	3	12	8	3	6	8	22	2	75	70	0.5	4	5	7	43	11	5	59	9	80	6	0.6	120	4	4	6	100	5	4	5	8	7	7	21	4	8	13	11	8
ENSG00000167130	DOLPP1	5	14	9	5	5	3	2	2	4	5	6	7	6	4	4	4	3	11	3	5	5	2	5	6	10	7	4	7	4	4	4	6	7	4	3	1	6	7	7	3	6	7	10	9	5	2	6	6	14	4	4	6	3
ENSG00000167136	ENDOG	3	7	6	3	5	3	6	1	3	4	3	3	6	4	8	4	5	5	5	5	5	7	4	4	8	4	3	5	4	3	5	5	6	4	3	13	2	4	6	3	4	5	5	9	3	3	4	3	7	5	3	4	3
ENSG00000167139	TBC1D21																																												44									
ENSG00000167157	PRRX2			1			27	3		7					9		14	2	2	3	3						15	2	8				2	9		0.6				1	6		12	0.7	11	5	12	4	16	0.7	4	2	12	4
ENSG00000167165	UGT1A6															1			1							1														0.6			0.5		0.6						5			
ENSG00000167173	C15orf39	24	8	8	1	1	7	4	27	7	1		0.6	1	9	3	7	4	9	4	9	1	3	1	2	1	8	8	9	1	10	3	5	5	0.9	5	0.9	0.8	15	4	7	1	7	5	43	6	13	7	4	5	8	8	8	6
ENSG00000167178	ISLR2				0.7	4					3			3				0.5		0.6		3	0.6	1	1					4					3						0.5				8							0.8		
ENSG00000167182	SP2	8	8	7	5	5	9	6	10	11	6	9	9	5	9	7	10	8	9	9	12	5	5	5	5	4	9	9	11	6	10	5	7	9	5	9	6	6	12	8	9	5	9	11	13	11	11	10	7	9	10	10	10	8
ENSG00000167183	PRR15L									8						16			7		2					0.5	7	19	31			45	6	12		0.8				68			5	42	2	39				66	2		3	
ENSG00000167186	COQ7	3	3	5	3	4	3	4	1	4	3	4	3	3	3	4	5	5	3	5	7	4	4	3	4	2	3	3	4	3	7	2	4	5	3	5	4	3	3	4	3	3	3	4	7	5	4	5	3	5	5	5	4	3
ENSG00000167191	GPRC5B		1	3	63	34	3	8		10	67	25	36	46	3	7	5	4	2	4	9	38	9	55	45	0.5	3	3	6	55	9	5	7	4	54	2	14	66	0.7	11	10	62	3	4	19	7	1	14	2	2	5	7	4	10
ENSG00000167193	CRK	7	11	15	14	14	18	10	5	20	12	18	15	11	20	13	17	16	15	18	19	14	9	13	14	14	13	20	17	12	14	8	8	14	11	21	12	13	11	15	25	14	12	15	15	21	23	19	32	17	18	18	15	24
ENSG00000167194	C16orf92											3	4	0.7																			2												17									
ENSG00000167196	FBXO22	5	6	3	1	2	2	1	0.5	2	1	5	6	2	2	2	2	2	2	2	2	2	1	1	2	2	2	2	2	1	2	3	3	3	1	2	1	1	2	2	2	1	2	2	3	3	2	2	4	2	2	2	2	1
ENSG00000167202	TBC1D2B	9	4	10	3	2	11	4	5	16	4	5	6	3	15	5	19	10	5	9	14	2	2	3	3	9	9	17	7	3	26	6	6	10	3	10	2	3	17	8	18	3	8	12	7	9	16	15	18	10	15	15	11	17
ENSG00000167207	NOD2	8					0.9		8	0.6					0.9		0.5	0.6	6	0.6	0.6						7	3	2					0.6		0.5			3		0.7		7	0.8	0.5		0.8	0.9		0.5	0.5		7	0.8
ENSG00000167208	SNX20	8							11																			1											7					1										0.6
ENSG00000167210	LOXHD1								0.8																								1												6									
ENSG00000167216	KATNAL2	0.5		1	2	2	0.6	1		1	2	2	2	2	0.6	2	0.9	0.8	0.6	0.8	1	2	0.5	2	2	0.9	1	0.9	1	2	1	0.6	2	2	2	0.8		2	1	0.7	1	2	1	0.9	5	6	0.7	1	0.8	0.8	0.8	0.8	1	1
ENSG00000167220	HDHD2	5	6	8	9	10	3	4	1	5	8	12	11	8	3	4	5	4	3	4	4	10	3	8	10	3	3	4	4	8	5	3	6	5	8	4	2	10	3	4	4	10	3	4	4	6	4	6	3	4	5	5	4	4
ENSG00000167232	ZNF91	2	0.7	2	2	2	2	2		3	2	5	6	3	2	2	3	2	2	2	3	3	2	2	2	1	3	2	2	2	3	1	4	4	2	3	1	2	2	2	2	2	3	3	4	3	2	3	1	4	3	3	3	2
ENSG00000167244	IGF2			8	0.8	0.9	5	12		17	1		0.5	0.7	8	2	15	5	2	6	27	0.7	12	1	2	47	3	3	5	1	13	2	6	3	2	5	8	2	3	2	19	1	2	4	7	4	14	27	2	2	7	19	7	28
ENSG00000167257	RNF214	5	6	5	2	3	4	3	1	5	2	3	4	3	4	3	5	5	3	5	4	3	2	3	3	3	4	4	4	2	5	5	6	5	2	4	4	3	5	5	4	3	4	4	12	6	5	5	5	4	5	5	4	4
ENSG00000167258	CDK12	9	11	4	1	2	4	2	3	5	2	4	4	2	3	3	5	3	4	3	4	2	2	1	2	3	5	4	4	2	5	2	4	4	1	4	2	2	4	3	4	2	5	4	8	5	4	4	5	4	5	4	5	4
ENSG00000167261	DPEP2	0.9	0.9				0.6	0.7	28	0.9	0.5				0.8	0.5	0.6	0.9	0.5	0.7	1			0.5	0.5	0.6	0.5	5	0.9					0.8		1	0.6	1	15	0.6	1	0.7	0.5	4	2	1		1		1	1	0.7	0.8	2
ENSG00000167264	DUS2	7	4	2	1	2	1	1	5	2	1	2	2	2	2	2	2	2	3	2	2	2	1	1	2	2	4	3	2	1	2	0.9	2	2	1	2	1	1	6	2	2	2	3	3	12	2	1	2	3	3	2	2	3	2
ENSG00000167272	POP5	11	10	15	6	6	8	7	3	9	6	5	6	6	9	13	8	8	7	7	10	6	7	6	6	8	6	8	9	6	8	7	16	12	5	8	3	6	15	8	8	6	8	11	6	14	6	9	8	10	8	9	8	8
ENSG00000167280	ENGASE	5	6	14	4	4	11	10	5	15	4	2	4	6	12	9	16	16	8	13	16	4	6	5	7	9	11	13	13	4	18	8	14	19	4	17	9	7	39	14	13	7	12	24	8	16	10	15	5	25	22	13	14	11
ENSG00000167281	RBFOX3				6	11					6	50	49	18				3	0.7	3	1	15		6	2					7			2	3	7	21		0.9				0.8			2					4	9	4	0.9	
ENSG00000167283	ATP5L	47	53	36	26	27	17	44	11	21	26	28	23	22	19	34	22	25	23	24	21	25	48	24	25	17	19	19	21	28	23	13	32	22	25	27	21	17	25	26	19	23	19	24	17	23	18	16	18	29	22	21	21	23
ENSG00000167286	CD3D		38				0.7		16	1					0.6	0.6	0.8		2		1					0.8	0.5	4	1					2					23	2	0.8		1	14	0.5	1		0.6		3	2	0.6	2	1
ENSG00000167291	TBC1D16			4	4	4	7	4		9	7	12	13	5	6	7	6	6	3	6	7	4	2	4	3	2	5	5	6	7	5	5	4	8	7	5	1	3	4	4	14	3	5	6	2	5	5	9	13	4	5	7	3	11
ENSG00000167302	TEPSIN	4	2	6	2	2	6	2	9	6	2	5	5	3	6	7	6	7	6	6	6	2	2	2	2	5	7	6	8	2	5	5	7	10	2	7	2	3	15	8	5	3	7	11	8	10	4	7	3	8	7	7	6	5
ENSG00000167306	MYO5B					0.8	1	0.5		2				0.5		3	2		7		0.6	0.6		0.5		2	6	3	7			2	5	3						3			5	5	3	6		1		8	2		5	
ENSG00000167311	ART5									0.6						0.5	3				0.5								0.5		3			0.5			2								20	1						1	1	
ENSG00000167315	ACAA2	14	7	18	10	7	7	15	4	12	10	2	3	7	5	43	6	11	5	13	5	7	32	7	9	76	7	10	5	10	8	7	9	5	9	13	16	10	9	7	19	9	6	21	11	12	5	10	8	29	12	7	7	23
ENSG00000167323	STIM1	17	15	8	8	10	15	3	12	13	12	9	10	12	14	6	16	18	22	17	17	10	5	7	7	9	20	12	19	12	17	5	7	11	11	13	24	3	14	12	16	4	18	12	15	17	17	15	9	12	14	15	17	14
ENSG00000167325	RRM1	37	56	16	5	5	8	6	2	9	4	10	9	6	9	4	9	9	12	9	8	6	5	4	6	3	17	8	9	5	8	5	7	7	4	8	9	5	7	8	9	5	17	8	12	6	10	8	10	9	10	8	12	8
ENSG00000167332	OR51E2														1																			3		4											7			2		0.9		
ENSG00000167333	TRIM68	4	4	4	2	3	3	2	0.8	4	3	5	6	3	3	4	4	4	3	4	4	3	2	2	3	2	3	3	4	3	5	2	4	7	2	4	2	3	4	5	3	2	3	3	5	6	3	4	4	4	5	4	3	3
ENSG00000167359	OR51I1		1																																																			
ENSG00000167363	FN3K	0.5	3	13	9	11	4	8	0.5	4	10	13	12	10	4	17	6	4	2	5	6	12	9	10	11	8	3	3	5	10	8	5	8	6	10	5	2	12	2	7	3	11	2	5	7	5	5	7	0.9	8	5	5	4	3
ENSG00000167371	PRRT2		0.7	5	34	51	19	4		5	43	166	170	69	14	3	29	16	2	14	19	66	1	35	24	0.5	2	6	2	47	56	1	62	17	41	14	0.9	5	0.9	4	4	8	2	6	8	4	17	17	1	10	14	27	21	3
ENSG00000167377	ZNF23	0.6	0.5							0.6		0.8	0.8			0.5		0.5		0.5	0.6							0.5	0.5				2	0.5		0.5			0.5		0.5			0.5	1	0.8		0.5	0.7		0.5			
ENSG00000167378	IRGQ	4	3	4	4	6	4	4	1	4	4	10	11	8	4	4	4	5	3	5	4	6	4	4	5	2	4	4	4	4	5	2	8	6	3	5	4	3	4	3	3	4	4	3	4	5	4	5	3	4	4	5	4	3
ENSG00000167380	ZNF226	4	2	5	3	3	2	2	0.7	3	3	3	4	3	2	3	3	3	2	3	4	2	2	3	3	1	2	2	3	3	5	1	7	6	2	3	0.9	3	4	3	2	3	2	3	5	6	2	4	3	3	3	3	3	2
ENSG00000167384	ZNF180	3	3	2	1	1	2	1	0.6	3	1	3	3	1	2	1	2	2	2	2	2	1	0.9	1	1	1	2	2	2	1	3	1	2	2	1	2	0.9	0.9	2	2	2	1	2	2	3	3	1	2	2	2	2	3	2	2
ENSG00000167393	PPP2R3B	2	2	2	2	1	1	10	2	3	2	2	2	2	2	2	4	2	3	1	3	1	10	2	2	1	4	2	2	2	3	1	6	4	2	2	9	2	5	2	2	2	5	2	9	3	1	5	0.9	2	3	3	3	1
ENSG00000167394	ZNF668	1	2	1	0.6	0.8	1	0.5	0.7	0.8	0.6	1	1	1	1	0.7	1	1	1	1	1	0.9	0.5	0.6	0.7		1	0.9	1	0.7	0.7		0.9	1	0.6	1	0.6	0.6	1	0.8	0.9	0.6	1	1	3	0.8	0.8	1	2	0.9	1	1	1	0.7
ENSG00000167395	ZNF646	6	4	2	1	1	2	1	4	3	2	3	3	2	2	2	3	3	2	3	3	2	1	2	2	1	4	3	3	1	3	2	3	3	2	3	2	2	5	3	3	2	3	3	19	3	2	4	3	3	3	3	3	2
ENSG00000167397	VKORC1	8	9	11	3	4	17	6	4	10	4	4	5	4	14	10	12	12	4	9	10	3	4	3	4	27	8	8	9	4	13	9	15	10	4	10	2	4	8	8	8	4	10	9	9	8	10	10	18	6	10	13	10	9
ENSG00000167414	GNG8	6	0.7	0.5	5	3	7	7	0.9		3	1	2	3	5	1	2	2		2	2	2	0.5	7	15			1		4	1		5	2	5	4		7	2	0.7		7		1	2		6	0.6		2	0.9	3	1	
ENSG00000167419	LPO																												3																0.9									
ENSG00000167434	CA4				2	4		2	24	16	1	41	42	7	0.9	8	1	2		2	1	5	6	2	1		0.9	24	1	1	2	6	5	1	2	2	1	1	6	2	11	2	0.9	2	0.8	20		0.7		34	2	2	2	18
ENSG00000167447	SMG8	8	9	5	2	3	3	2	2	3	2	3	3	3	3	2	3	3	3	3	4	3	2	2	2	2	3	3	3	2	3	2	3	2	2	3	2	2	4	3	3	2	3	3	4	3	2	3	10	3	3	4	3	3
ENSG00000167460	TPM4	71	37	22	16	17	126	33	31	76	15	56	45	15	113	23	97	46	70	46	88	15	13	17	18	6	54	81	103	13	71	11	24	54	15	48	6	24	63	36	75	21	50	40	24	31	116	66	213	35	64	106	80	68
ENSG00000167461	RAB8A	14	6	5	2	2	4	2	9	4	2	3	3	2	4	4	5	4	5	4	5	2	1	2	2	4	5	5	5	2	4	2	4	4	2	4	0.7	3	7	4	4	2	5	6	5	4	4	4	6	6	5	4	4	4
ENSG00000167468	GPX4	69	82	109	64	74	71	60	36	126	74	40	43	74	74	110	78	54	39	51	48	66	46	66	75	75	63	62	63	79	56	20	111	80	72	44	58	56	57	42	180	75	61	49	508	62	62	64	76	39	72	47	58	174
ENSG00000167470	MIDN	12	24	23	7	6	21	21	39	22	7	8	9	8	19	22	25	20	34	19	34	6	14	6	8	14	26	28	27	6	24	12	31	22	6	19	27	7	34	18	16	8	39	32	15	18	19	15	23	29	27	16	31	36
ENSG00000167476	JSRP1	0.5		0.5				0.5	0.9	0.7		0.7	0.7	0.5		0.5	0.6		0.5		0.6				0.5			0.9	3	0.5	0.7		1	0.7		0.5	48		3	0.6				1	2	0.6		0.6		0.8		0.5	0.7	
ENSG00000167483	FAM129C	4							3			0.5	0.6													0.6		0.5											20					2	0.7									
ENSG00000167487	KLHL26	3	3	2	4	4	5	3	1	4	5	5	6	7	6	2	4	5	2	4	5	5	1	4	3	1	4	3	3	5	3	2	4	4	5	4	2	2	3	3	4	2	3	3	4	5	13	6	2	2	4	3	3	3
ENSG00000167491	GATAD2A	13	18	8	5	5	9	5	13	9	6	5	5	5	9	9	9	6	10	7	8	4	3	6	5	6	15	11	8	6	7	6	10	8	5	8	4	6	13	7	9	5	15	9	22	9	9	9	11	10	8	9	10	8
